Comunidades y Ciudades Autónomas;Sector económico;Periodo;Total
15 Navarra, Comunidad Foral de;Industria;2012T4;7,6
15 Navarra, Comunidad Foral de;Industria;2012T3;5,3
15 Navarra, Comunidad Foral de;Industria;2012T2;5,2
15 Navarra, Comunidad Foral de;Industria;2012T1;9,1
15 Navarra, Comunidad Foral de;Industria;2011T4;5,4
15 Navarra, Comunidad Foral de;Industria;2011T3;4,5
15 Navarra, Comunidad Foral de;Industria;2011T2;4,5
15 Navarra, Comunidad Foral de;Industria;2011T1;4
15 Navarra, Comunidad Foral de;Industria;2010T4;2,6
15 Navarra, Comunidad Foral de;Industria;2010T3;4,4
15 Navarra, Comunidad Foral de;Industria;2010T2;3,9
15 Navarra, Comunidad Foral de;Industria;2010T1;6,5
15 Navarra, Comunidad Foral de;Industria;2009T4;6,8
15 Navarra, Comunidad Foral de;Industria;2009T3;8,3
15 Navarra, Comunidad Foral de;Industria;2009T2;8,7
15 Navarra, Comunidad Foral de;Industria;2009T1;7,5
15 Navarra, Comunidad Foral de;Industria;2008T4;5,7
15 Navarra, Comunidad Foral de;Industria;2008T3;5,1
15 Navarra, Comunidad Foral de;Industria;2008T2;3,1
15 Navarra, Comunidad Foral de;Industria;2008T1;2,8
15 Navarra, Comunidad Foral de;Construcción;2024T4;..
15 Navarra, Comunidad Foral de;Construcción;2024T3;0,2
15 Navarra, Comunidad Foral de;Construcción;2024T2;1,1
15 Navarra, Comunidad Foral de;Construcción;2024T1;1,2
15 Navarra, Comunidad Foral de;Construcción;2023T4;0,2
15 Navarra, Comunidad Foral de;Construcción;2023T3;0,9
15 Navarra, Comunidad Foral de;Construcción;2023T2;0,7
15 Navarra, Comunidad Foral de;Construcción;2023T1;1,5
15 Navarra, Comunidad Foral de;Construcción;2022T4;0,5
15 Navarra, Comunidad Foral de;Construcción;2022T3;0,3
15 Navarra, Comunidad Foral de;Construcción;2022T2;1
15 Navarra, Comunidad Foral de;Construcción;2022T1;1,8
15 Navarra, Comunidad Foral de;Construcción;2021T4;1,5
15 Navarra, Comunidad Foral de;Construcción;2021T3;1,2
15 Navarra, Comunidad Foral de;Construcción;2021T2;0,1
15 Navarra, Comunidad Foral de;Construcción;2021T1;0,1
15 Navarra, Comunidad Foral de;Construcción;2020T4;1,2
15 Navarra, Comunidad Foral de;Construcción;2020T3;0,7
15 Navarra, Comunidad Foral de;Construcción;2020T2;0,1
15 Navarra, Comunidad Foral de;Construcción;2020T1;0,3
15 Navarra, Comunidad Foral de;Construcción;2019T4;0,9
15 Navarra, Comunidad Foral de;Construcción;2019T3;0,5
15 Navarra, Comunidad Foral de;Construcción;2019T2;0,1
15 Navarra, Comunidad Foral de;Construcción;2019T1;0,2
15 Navarra, Comunidad Foral de;Construcción;2018T4;0,4
15 Navarra, Comunidad Foral de;Construcción;2018T3;0,7
15 Navarra, Comunidad Foral de;Construcción;2018T2;0,9
15 Navarra, Comunidad Foral de;Construcción;2018T1;0,4
15 Navarra, Comunidad Foral de;Construcción;2017T4;0,4
15 Navarra, Comunidad Foral de;Construcción;2017T3;..
15 Navarra, Comunidad Foral de;Construcción;2017T2;0,3
15 Navarra, Comunidad Foral de;Construcción;2017T1;1,3
15 Navarra, Comunidad Foral de;Construcción;2016T4;0,8
15 Navarra, Comunidad Foral de;Construcción;2016T3;1,8
15 Navarra, Comunidad Foral de;Construcción;2016T2;0,7
15 Navarra, Comunidad Foral de;Construcción;2016T1;1,2
15 Navarra, Comunidad Foral de;Construcción;2015T4;0,9
15 Navarra, Comunidad Foral de;Construcción;2015T3;1,1
15 Navarra, Comunidad Foral de;Construcción;2015T2;1,9
15 Navarra, Comunidad Foral de;Construcción;2015T1;1,4
15 Navarra, Comunidad Foral de;Construcción;2014T4;1
15 Navarra, Comunidad Foral de;Construcción;2014T3;2,4
15 Navarra, Comunidad Foral de;Construcción;2014T2;1,2
15 Navarra, Comunidad Foral de;Construcción;2014T1;1,7
15 Navarra, Comunidad Foral de;Construcción;2013T4;1,8
15 Navarra, Comunidad Foral de;Construcción;2013T3;2,4
15 Navarra, Comunidad Foral de;Construcción;2013T2;3,3
15 Navarra, Comunidad Foral de;Construcción;2013T1;4,2
15 Navarra, Comunidad Foral de;Construcción;2012T4;4,1
15 Navarra, Comunidad Foral de;Construcción;2012T3;4,9
15 Navarra, Comunidad Foral de;Construcción;2012T2;6,6
15 Navarra, Comunidad Foral de;Construcción;2012T1;5,3
15 Navarra, Comunidad Foral de;Construcción;2011T4;3,7
15 Navarra, Comunidad Foral de;Construcción;2011T3;3
15 Navarra, Comunidad Foral de;Construcción;2011T2;2,7
15 Navarra, Comunidad Foral de;Construcción;2011T1;4,9
15 Navarra, Comunidad Foral de;Construcción;2010T4;4
15 Navarra, Comunidad Foral de;Construcción;2010T3;4,1
15 Navarra, Comunidad Foral de;Construcción;2010T2;4,8
15 Navarra, Comunidad Foral de;Construcción;2010T1;5,5
15 Navarra, Comunidad Foral de;Construcción;2009T4;4,3
15 Navarra, Comunidad Foral de;Construcción;2009T3;4,2
15 Navarra, Comunidad Foral de;Construcción;2009T2;5,1
15 Navarra, Comunidad Foral de;Construcción;2009T1;4,6
15 Navarra, Comunidad Foral de;Construcción;2008T4;3
15 Navarra, Comunidad Foral de;Construcción;2008T3;2
15 Navarra, Comunidad Foral de;Construcción;2008T2;2,6
15 Navarra, Comunidad Foral de;Construcción;2008T1;2,5
15 Navarra, Comunidad Foral de;Servicios;2024T4;9
15 Navarra, Comunidad Foral de;Servicios;2024T3;8,7
15 Navarra, Comunidad Foral de;Servicios;2024T2;8,7
15 Navarra, Comunidad Foral de;Servicios;2024T1;11,5
15 Navarra, Comunidad Foral de;Servicios;2023T4;9,8
15 Navarra, Comunidad Foral de;Servicios;2023T3;10,5
15 Navarra, Comunidad Foral de;Servicios;2023T2;8
15 Navarra, Comunidad Foral de;Servicios;2023T1;14,4
15 Navarra, Comunidad Foral de;Servicios;2022T4;10,2
15 Navarra, Comunidad Foral de;Servicios;2022T3;8,9
15 Navarra, Comunidad Foral de;Servicios;2022T2;9,2
15 Navarra, Comunidad Foral de;Servicios;2022T1;11,6
15 Navarra, Comunidad Foral de;Servicios;2021T4;9,1
15 Navarra, Comunidad Foral de;Servicios;2021T3;10,3
15 Navarra, Comunidad Foral de;Servicios;2021T2;12,2
15 Navarra, Comunidad Foral de;Servicios;2021T1;14
15 Navarra, Comunidad Foral de;Servicios;2020T4;15,1
15 Navarra, Comunidad Foral de;Servicios;2020T3;11,2
15 Navarra, Comunidad Foral de;Servicios;2020T2;12,4
15 Navarra, Comunidad Foral de;Servicios;2020T1;10,2
15 Navarra, Comunidad Foral de;Servicios;2019T4;7,9
15 Navarra, Comunidad Foral de;Servicios;2019T3;9,8
15 Navarra, Comunidad Foral de;Servicios;2019T2;9,3
15 Navarra, Comunidad Foral de;Servicios;2019T1;9,6
15 Navarra, Comunidad Foral de;Servicios;2018T4;11,5
15 Navarra, Comunidad Foral de;Servicios;2018T3;9,6
15 Navarra, Comunidad Foral de;Servicios;2018T2;7,5
15 Navarra, Comunidad Foral de;Servicios;2018T1;10,7
15 Navarra, Comunidad Foral de;Servicios;2017T4;9,4
15 Navarra, Comunidad Foral de;Servicios;2017T3;10,6
15 Navarra, Comunidad Foral de;Servicios;2017T2;10,2
15 Navarra, Comunidad Foral de;Servicios;2017T1;10,5
15 Navarra, Comunidad Foral de;Servicios;2016T4;7,6
15 Navarra, Comunidad Foral de;Servicios;2016T3;8,7
15 Navarra, Comunidad Foral de;Servicios;2016T2;9
15 Navarra, Comunidad Foral de;Servicios;2016T1;10,9
15 Navarra, Comunidad Foral de;Servicios;2015T4;9,2
15 Navarra, Comunidad Foral de;Servicios;2015T3;10,2
15 Navarra, Comunidad Foral de;Servicios;2015T2;10,9
15 Navarra, Comunidad Foral de;Servicios;2015T1;10,9
15 Navarra, Comunidad Foral de;Servicios;2014T4;10,8
15 Navarra, Comunidad Foral de;Servicios;2014T3;10
15 Navarra, Comunidad Foral de;Servicios;2014T2;16,3
15 Navarra, Comunidad Foral de;Servicios;2014T1;17,4
15 Navarra, Comunidad Foral de;Servicios;2013T4;15,2
15 Navarra, Comunidad Foral de;Servicios;2013T3;16,9
15 Navarra, Comunidad Foral de;Servicios;2013T2;17,9
15 Navarra, Comunidad Foral de;Servicios;2013T1;18,2
15 Navarra, Comunidad Foral de;Servicios;2012T4;13,6
15 Navarra, Comunidad Foral de;Servicios;2012T3;14,7
15 Navarra, Comunidad Foral de;Servicios;2012T2;15,4
15 Navarra, Comunidad Foral de;Servicios;2012T1;15,7
15 Navarra, Comunidad Foral de;Servicios;2011T4;15,5
15 Navarra, Comunidad Foral de;Servicios;2011T3;11,7
15 Navarra, Comunidad Foral de;Servicios;2011T2;12,5
15 Navarra, Comunidad Foral de;Servicios;2011T1;14,4
15 Navarra, Comunidad Foral de;Servicios;2010T4;12,9
15 Navarra, Comunidad Foral de;Servicios;2010T3;12,9
15 Navarra, Comunidad Foral de;Servicios;2010T2;12,6
15 Navarra, Comunidad Foral de;Servicios;2010T1;12,3
15 Navarra, Comunidad Foral de;Servicios;2009T4;10,4
15 Navarra, Comunidad Foral de;Servicios;2009T3;10,6
15 Navarra, Comunidad Foral de;Servicios;2009T2;12,5
15 Navarra, Comunidad Foral de;Servicios;2009T1;12,4
15 Navarra, Comunidad Foral de;Servicios;2008T4;9,1
15 Navarra, Comunidad Foral de;Servicios;2008T3;7,9
15 Navarra, Comunidad Foral de;Servicios;2008T2;5,8
15 Navarra, Comunidad Foral de;Servicios;2008T1;7,2
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;9,6
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;12,9
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;11
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;11,1
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;15,8
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;15
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;17,4
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;16,7
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;18
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;16
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;15,1
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;15,5
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;17,3
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;19,4
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;16,1
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;14,7
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;14
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;13,1
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T2;10,4
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T1;10,9
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T4;12,5
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T3;11,3
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T2;10,4
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T1;10,1
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T4;14,8
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T3;15,1
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T2;19
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T1;16,5
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T4;14,5
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T3;17,7
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T2;18
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T1;14,6
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T4;17
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T3;22,3
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T2;25,3
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T1;27,8
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T4;25,9
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T3;25,7
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T2;20,1
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T1;28,6
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T4;26,8
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T3;29,2
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T2;27,1
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T1;28,5
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T4;27,9
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T3;29,2
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T2;26
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T1;28,4
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T4;28,4
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T3;22,7
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T2;24,5
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T1;20,6
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T4;19
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T3;17,4
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T2;19,4
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T1;17,6
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T4;16,1
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T3;16,2
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T2;12
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T1;13
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T4;10,9
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T3;9,4
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T2;11,5
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T1;7,9
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T4;7,2
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T3;7,6
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T2;6,5
15 Navarra, Comunidad Foral de;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T1;6,7
16 País Vasco;Total;2024T4;87,2
16 País Vasco;Total;2024T3;80
16 País Vasco;Total;2024T2;89,5
16 País Vasco;Total;2024T1;91,9
16 País Vasco;Total;2023T4;69,8
16 País Vasco;Total;2023T3;93,7
16 País Vasco;Total;2023T2;78,9
16 País Vasco;Total;2023T1;91,1
16 País Vasco;Total;2022T4;95,3
16 País Vasco;Total;2022T3;91
16 País Vasco;Total;2022T2;93,8
16 País Vasco;Total;2022T1;96,9
16 País Vasco;Total;2021T4;97,7
16 País Vasco;Total;2021T3;109,1
16 País Vasco;Total;2021T2;106,6
16 País Vasco;Total;2021T1;120,9
16 País Vasco;Total;2020T4;101,8
16 País Vasco;Total;2020T3;106,2
16 País Vasco;Total;2020T2;90,4
16 País Vasco;Total;2020T1;88,8
16 País Vasco;Total;2019T4;93,3
16 País Vasco;Total;2019T3;94,9
16 País Vasco;Total;2019T2;89,3
16 País Vasco;Total;2019T1;99,6
16 País Vasco;Total;2018T4;98,7
16 País Vasco;Total;2018T3;95,8
16 País Vasco;Total;2018T2;104,5
16 País Vasco;Total;2018T1;110,2
16 País Vasco;Total;2017T4;108,3
16 País Vasco;Total;2017T3;118,3
16 País Vasco;Total;2017T2;114,3
16 País Vasco;Total;2017T1;120,4
16 País Vasco;Total;2016T4;126,2
16 País Vasco;Total;2016T3;133,3
16 País Vasco;Total;2016T2;128,7
16 País Vasco;Total;2016T1;131,6
16 País Vasco;Total;2015T4;132,5
16 País Vasco;Total;2015T3;139,7
16 País Vasco;Total;2015T2;164,4
16 País Vasco;Total;2015T1;171,2
16 País Vasco;Total;2014T4;174,1
16 País Vasco;Total;2014T3;155
16 País Vasco;Total;2014T2;167,5
16 País Vasco;Total;2014T1;178,9
16 País Vasco;Total;2013T4;173,3
16 País Vasco;Total;2013T3;169,7
16 País Vasco;Total;2013T2;169,9
16 País Vasco;Total;2013T1;181,3
16 País Vasco;Total;2012T4;177,4
16 País Vasco;Total;2012T3;172,7
16 País Vasco;Total;2012T2;164,7
16 País Vasco;Total;2012T1;152,6
16 País Vasco;Total;2011T4;144
16 País Vasco;Total;2011T3;136,6
16 País Vasco;Total;2011T2;128,5
16 País Vasco;Total;2011T1;129,9
16 País Vasco;Total;2010T4;118,7
16 País Vasco;Total;2010T3;108,2
16 País Vasco;Total;2010T2;115,1
16 País Vasco;Total;2010T1;118,5
16 País Vasco;Total;2009T4;130,4
16 País Vasco;Total;2009T3;126,9
16 País Vasco;Total;2009T2;115,5
16 País Vasco;Total;2009T1;114,1
16 País Vasco;Total;2008T4;92
16 País Vasco;Total;2008T3;70,5
16 País Vasco;Total;2008T2;62,3
16 País Vasco;Total;2008T1;61,9
16 País Vasco;Agricultura;2024T4;2,7
16 País Vasco;Agricultura;2024T3;1,2
16 País Vasco;Agricultura;2024T2;..
16 País Vasco;Agricultura;2024T1;..
16 País Vasco;Agricultura;2023T4;1,6
16 País Vasco;Agricultura;2023T3;1,8
16 País Vasco;Agricultura;2023T2;1,3
16 País Vasco;Agricultura;2023T1;0,8
16 País Vasco;Agricultura;2022T4;3
16 País Vasco;Agricultura;2022T3;0,2
16 País Vasco;Agricultura;2022T2;0,7
16 País Vasco;Agricultura;2022T1;1,6
16 País Vasco;Agricultura;2021T4;2
16 País Vasco;Agricultura;2021T3;..
16 País Vasco;Agricultura;2021T2;0,5
16 País Vasco;Agricultura;2021T1;0,3
16 País Vasco;Agricultura;2020T4;0,7
16 País Vasco;Agricultura;2020T3;0,8
16 País Vasco;Agricultura;2020T2;0,5
16 País Vasco;Agricultura;2020T1;0,7
16 País Vasco;Agricultura;2019T4;2
16 País Vasco;Agricultura;2019T3;2,1
16 País Vasco;Agricultura;2019T2;0,5
16 País Vasco;Agricultura;2019T1;0,9
16 País Vasco;Agricultura;2018T4;1,3
16 País Vasco;Agricultura;2018T3;0,4
16 País Vasco;Agricultura;2018T2;..
16 País Vasco;Agricultura;2018T1;0,8
16 País Vasco;Agricultura;2017T4;1,1
16 País Vasco;Agricultura;2017T3;0,2
16 País Vasco;Agricultura;2017T2;0,3
16 País Vasco;Agricultura;2017T1;1,4
16 País Vasco;Agricultura;2016T4;0,9
16 País Vasco;Agricultura;2016T3;0,3
16 País Vasco;Agricultura;2016T2;0,9
16 País Vasco;Agricultura;2016T1;0,6
16 País Vasco;Agricultura;2015T4;0,6
16 País Vasco;Agricultura;2015T3;0,6
16 País Vasco;Agricultura;2015T2;1
16 País Vasco;Agricultura;2015T1;0,2
16 País Vasco;Agricultura;2014T4;0,7
16 País Vasco;Agricultura;2014T3;0,5
16 País Vasco;Agricultura;2014T2;0,8
16 País Vasco;Agricultura;2014T1;0,3
16 País Vasco;Agricultura;2013T4;0,3
16 País Vasco;Agricultura;2013T3;0,5
16 País Vasco;Agricultura;2013T2;0,3
16 País Vasco;Agricultura;2013T1;0,3
16 País Vasco;Agricultura;2012T4;0,9
16 País Vasco;Agricultura;2012T3;0,6
16 País Vasco;Agricultura;2012T2;0,4
16 País Vasco;Agricultura;2012T1;1,2
16 País Vasco;Agricultura;2011T4;0,6
16 País Vasco;Agricultura;2011T3;0,5
16 País Vasco;Agricultura;2011T2;..
16 País Vasco;Agricultura;2011T1;0,5
16 País Vasco;Agricultura;2010T4;..
16 País Vasco;Agricultura;2010T3;0,6
16 País Vasco;Agricultura;2010T2;0,7
16 País Vasco;Agricultura;2010T1;0,7
16 País Vasco;Agricultura;2009T4;0,7
16 País Vasco;Agricultura;2009T3;0,3
16 País Vasco;Agricultura;2009T2;0,5
16 País Vasco;Agricultura;2009T1;2,2
16 País Vasco;Agricultura;2008T4;1,7
16 País Vasco;Agricultura;2008T3;1
16 País Vasco;Agricultura;2008T2;0,4
16 País Vasco;Agricultura;2008T1;0,8
16 País Vasco;Industria;2024T4;5,3
16 País Vasco;Industria;2024T3;6,8
16 País Vasco;Industria;2024T2;8,2
16 País Vasco;Industria;2024T1;6,6
16 País Vasco;Industria;2023T4;6,1
16 País Vasco;Industria;2023T3;6,3
16 País Vasco;Industria;2023T2;4,7
16 País Vasco;Industria;2023T1;5,8
16 País Vasco;Industria;2022T4;6,2
16 País Vasco;Industria;2022T3;5,4
16 País Vasco;Industria;2022T2;6,5
16 País Vasco;Industria;2022T1;6,2
16 País Vasco;Industria;2021T4;8,2
16 País Vasco;Industria;2021T3;8,7
16 País Vasco;Industria;2021T2;8,2
16 País Vasco;Industria;2021T1;7,7
16 País Vasco;Industria;2020T4;8,5
16 País Vasco;Industria;2020T3;7,3
16 País Vasco;Industria;2020T2;9,5
16 País Vasco;Industria;2020T1;13
16 País Vasco;Industria;2019T4;8,2
16 País Vasco;Industria;2019T3;5,9
16 País Vasco;Industria;2019T2;5,5
16 País Vasco;Industria;2019T1;7,2
16 País Vasco;Industria;2018T4;7,3
16 País Vasco;Industria;2018T3;8,4
16 País Vasco;Industria;2018T2;9,2
16 País Vasco;Industria;2018T1;5,4
16 País Vasco;Industria;2017T4;6,3
16 País Vasco;Industria;2017T3;9,5
16 País Vasco;Industria;2017T2;6,9
16 País Vasco;Industria;2017T1;7,6
16 País Vasco;Industria;2016T4;7,5
16 País Vasco;Industria;2016T3;8,3
16 País Vasco;Industria;2016T2;6,6
16 País Vasco;Industria;2016T1;9,1
16 País Vasco;Industria;2015T4;8,8
16 País Vasco;Industria;2015T3;9,6
16 País Vasco;Industria;2015T2;8,2
16 País Vasco;Industria;2015T1;7,9
16 País Vasco;Industria;2014T4;9,1
16 País Vasco;Industria;2014T3;7,4
16 País Vasco;Industria;2014T2;10,2
16 País Vasco;Industria;2014T1;10,7
16 País Vasco;Industria;2013T4;9,4
16 País Vasco;Industria;2013T3;11,1
16 País Vasco;Industria;2013T2;14,7
16 País Vasco;Industria;2013T1;15,3
16 País Vasco;Industria;2012T4;14,8
16 País Vasco;Industria;2012T3;13,2
16 País Vasco;Industria;2012T2;17,3
16 País Vasco;Industria;2012T1;11,8
16 País Vasco;Industria;2011T4;6,7
16 País Vasco;Industria;2011T3;7,7
16 País Vasco;Industria;2011T2;8,5
16 País Vasco;Industria;2011T1;9,8
16 País Vasco;Industria;2010T4;9,1
16 País Vasco;Industria;2010T3;7,4
16 País Vasco;Industria;2010T2;8,6
16 País Vasco;Industria;2010T1;11,6
16 País Vasco;Industria;2009T4;15,9
16 País Vasco;Industria;2009T3;21,5
16 País Vasco;Industria;2009T2;21,8
16 País Vasco;Industria;2009T1;19,5
16 País Vasco;Industria;2008T4;15,8
16 País Vasco;Industria;2008T3;9,9
16 País Vasco;Industria;2008T2;8,8
16 País Vasco;Industria;2008T1;6,7
16 País Vasco;Construcción;2024T4;5,2
16 País Vasco;Construcción;2024T3;5,3
16 País Vasco;Construcción;2024T2;5,1
16 País Vasco;Construcción;2024T1;5
16 País Vasco;Construcción;2023T4;2,2
16 País Vasco;Construcción;2023T3;2,8
16 País Vasco;Construcción;2023T2;3,1
16 País Vasco;Construcción;2023T1;1,6
16 País Vasco;Construcción;2022T4;5,2
16 País Vasco;Construcción;2022T3;5
16 País Vasco;Construcción;2022T2;7,1
16 País Vasco;Construcción;2022T1;6,6
16 País Vasco;Construcción;2021T4;1,9
16 País Vasco;Construcción;2021T3;2,3
16 País Vasco;Construcción;2021T2;3
16 País Vasco;Construcción;2021T1;5,5
16 País Vasco;Construcción;2020T4;3,6
16 País Vasco;Construcción;2020T3;5,7
16 País Vasco;Construcción;2020T2;4,5
16 País Vasco;Construcción;2020T1;2,2
16 País Vasco;Construcción;2019T4;2,2
16 País Vasco;Construcción;2019T3;4,2
16 País Vasco;Construcción;2019T2;2,6
16 País Vasco;Construcción;2019T1;1,8
16 País Vasco;Construcción;2018T4;3,4
16 País Vasco;Construcción;2018T3;3,4
16 País Vasco;Construcción;2018T2;3,9
16 País Vasco;Construcción;2018T1;2,8
16 País Vasco;Construcción;2017T4;2,5
16 País Vasco;Construcción;2017T3;3,7
16 País Vasco;Construcción;2017T2;4,1
16 País Vasco;Construcción;2017T1;2,7
16 País Vasco;Construcción;2016T4;3,4
16 País Vasco;Construcción;2016T3;3,1
16 País Vasco;Construcción;2016T2;4
16 País Vasco;Construcción;2016T1;5,9
16 País Vasco;Construcción;2015T4;4,2
16 País Vasco;Construcción;2015T3;2,3
16 País Vasco;Construcción;2015T2;5,6
16 País Vasco;Construcción;2015T1;7,7
16 País Vasco;Construcción;2014T4;4,1
16 País Vasco;Construcción;2014T3;4,2
16 País Vasco;Construcción;2014T2;6,4
16 País Vasco;Construcción;2014T1;10,7
16 País Vasco;Construcción;2013T4;9,8
16 País Vasco;Construcción;2013T3;7,7
